"Type","cause","Year","Total Deaths"
Bencana Non Alam dan Penyakit,Eklamsia dan preeklamsia,2005,197
Bencana Non Alam dan Penyakit,Eklamsia dan preeklamsia,2006,166
Bencana Alam,Erupsi Gunung Api,2012,0
Bencana Non Alam dan Penyakit,Faktor yg Mempengaruhi Keadaan Kesehatan & yg Berhubungan dengan Pelayanan Kesehatan,2005,796
Bencana Non Alam dan Penyakit,Faktor yg Mempengaruhi Keadaan Kesehatan & yg Berhubungan dengan Pelayanan Kesehatan,2006,925
Bencana Non Alam dan Penyakit,Faktor yg Mempengaruhi Keadaan Kesehatan & yg Berhubungan dengan Pelayanan Kesehatan,2006,925
Bencana Non Alam dan Penyakit,Faktor yg Mempengaruhi Keadaan Kesehatan & yg Berhubungan dengan Pelayanan Kesehatan,2008,1627
Bencana Non Alam dan Penyakit,Gagal ginjal lainnya,2005,3047
Bencana Non Alam dan Penyakit,Gagal ginjal lainnya,2006,2521
Bencana Non Alam dan Penyakit,Gagal ginjal lainnya,2006,2521
Bencana Non Alam dan Penyakit,Gagal Teknologi,2015,23
Bencana Non Alam dan Penyakit,Gagal Teknologi,2016,20
Bencana Non Alam dan Penyakit,Gagal Teknologi,2017,0
Bencana Non Alam dan Penyakit,Gagal Teknologi,2018,5
Bencana Non Alam dan Penyakit,Gagal Teknologi,2019,1
Bencana Non Alam dan Penyakit,Gagal Teknologi,2020,1
Bencana Non Alam dan Penyakit,Gangguan Mental & Perilaku,2005,164
Bencana Non Alam dan Penyakit,Gangguan Mental & Perilaku,2006,227
Bencana Non Alam dan Penyakit,Gagal Teknologi,2021,7
Bencana Non Alam dan Penyakit,Gangguan Mental & Perilaku,2006,227
Bencana Non Alam dan Penyakit,Gangguan Mental & Perilaku,2008,204
Bencana Non Alam dan Penyakit,Gangguan saluran napas lainnya yang berhubungan dengan masa perinatal,2004,548
Bencana Non Alam dan Penyakit,Gangguan saluran napas lainnya yang berhubungan dengan masa perinatal,2005,724
Bencana Non Alam dan Penyakit,Gangguan saluran napas lainnya yang berhubungan dengan masa perinatal,2006,662
Bencana Non Alam dan Penyakit,Gastritis dan Duodenitis,2009,235
Bencana Non Alam dan Penyakit,"Gejala, Tanda & Penemuan Laboratorium, Klinik Abnormal YTK",2005,3264
Bencana Non Alam dan Penyakit,"Gejala, Tanda & Penemuan Laboratorium, Klinik Abnormal YTK",2006,3296
Bencana Non Alam dan Penyakit,"Gejala, Tanda & Penemuan Laboratorium, Klinik Abnormal YTK",2006,3296
Bencana Non Alam dan Penyakit,"Gejala, Tanda & Penemuan Laboratorium, Klinik Abnormal YTK",2007,3967
Bencana Non Alam dan Penyakit,"Gejala, Tanda & Penemuan Laboratorium, Klinik Abnormal YTK",2008,4238
Bencana Non Alam dan Penyakit,"Gejala, Tanda & Penemuan Laboratorium, Klinik Abnormal YTK",2008,4238
Bencana Alam,Gelombang Besar dan Angin Siklon Tropis,2012,1
Bencana Alam,Gelombang Pasang,2008,5
Bencana Alam,Gelombang Pasang,2009,0
Bencana Alam,Gelombang Pasang,2010,0
Bencana Alam,Gelombang Pasang,2011,0
Bencana Alam,Gelombang Pasang/Badai,2016,4
Bencana Alam,Gelombang Pasang/Badai,2017,0
Bencana Alam,Gelombang Pasang/Badai,2018,0
Bencana Alam,Gelombang Pasang/Badai,2019,0
Bencana Alam,Gelombang Pasang/Badai,2020,0
Bencana Alam,Gelombang Pasang/Badai,2021,7
Bencana Alam,Gempa Bumi,2005,1801
Bencana Alam,Gempa Bumi,2006,6469
Bencana Alam,Gempa Bumi,2007,99
Bencana Alam,Gempa Bumi,2008,14
Bencana Alam,Gelombang Besar,2012,3
Bencana Alam,Gempa Bumi,2009,1209
Bencana Alam,Gempa Bumi,2010,7
Bencana Alam,Gempa Bumi,2011,1
Bencana Alam,Gempa Bumi,2012,13
Bencana Alam,Gempa Bumi,2015,2
Bencana Alam,Gempa Bumi,2016,107
Bencana Alam,Gempa Bumi,2017,4
Bencana Alam,Gempa Bumi,2018,573
Bencana Alam,Gempa Bumi,2019,64
Bencana Alam,Gempa Bumi,2020,0
Bencana Alam,Gempa Bumi dan Tsunami,2016,0
Bencana Alam,Gempa Bumi dan Tsunami,2017,0
Bencana Alam,Gempa Bumi dan Tsunami,2018,2615
Bencana Alam,Gempa Bumi dan Tsunami,2019,0
Bencana Alam,Gempa Bumi dan Tsunami,2020,0
Bencana Alam,Gempa Bumi dan Tsunami,2021,0
Bencana Non Alam dan Penyakit,Gizi Buruk,2005,293
Bencana Non Alam dan Penyakit,Hepatitis A,2018,0
Bencana Non Alam dan Penyakit,Hepatitis B,2005,5
Bencana Non Alam dan Penyakit,Hepatitis B,2006,7
Bencana Non Alam dan Penyakit,Hepatitis Klinis,2004,7
Bencana Non Alam dan Penyakit,Hepatitis Klinis,2005,8
Bencana Non Alam dan Penyakit,Hepatitis Klinis,2006,5
Bencana Non Alam dan Penyakit,Hipertensi Esensial (Primer),2009,935
Bencana Non Alam dan Penyakit,Hipertensi Esensial (Primer),2010,955
Bencana Non Alam dan Penyakit,Hipertensi Esensial (Primer),2010,955
Bencana Non Alam dan Penyakit,Hipoksia intrauterus dan asfiksia lahir,2004,1297
Bencana Non Alam dan Penyakit,Hipoksia intrauterus dan asfiksia lahir,2005,1876
Bencana Non Alam dan Penyakit,Hipoksia intrauterus dan asfiksia lahir,2006,1792
Bencana Non Alam dan Penyakit,Infeksi khusus lainnya pada masa perinatal,2004,137
Bencana Non Alam dan Penyakit,Infeksi khusus lainnya pada masa perinatal,2005,138
Bencana Non Alam dan Penyakit,Infeksi khusus lainnya pada masa perinatal,2006,117
Bencana Non Alam dan Penyakit,Infeksi Saluran Napas Bagian Atas Akut Lainnya,2004,5532
Bencana Non Alam dan Penyakit,Infeksi Saluran Napas Bagian Atas Akut Lainnya,2009,162
Bencana Non Alam dan Penyakit,Infeksi Saluran Napas Bagian Atas Akut Lainnya,2010,589
Bencana Non Alam dan Penyakit,Infeksi Saluran Napas Bagian Atas Akut Lainnya,2010,589
Bencana Non Alam dan Penyakit,Janin dan bayi baru lahir yang dipengaruhi oleh faktor dan penyulit kehamilan persalinan dan kelahiran,2004,362
Bencana Non Alam dan Penyakit,Janin dan bayi baru lahir yang dipengaruhi oleh faktor dan penyulit kehamilan persalinan dan kelahiran,2005,461
Bencana Non Alam dan Penyakit,Janin dan bayi baru lahir yang dipengaruhi oleh faktor dan penyulit kehamilan persalinan dan kelahiran,2006,548
Bencana Non Alam dan Penyakit,Kebakaran,2005,0
Bencana Non Alam dan Penyakit,Kebakaran,2009,2
Bencana Non Alam dan Penyakit,Kebakaran,2010,29
Bencana Non Alam dan Penyakit,Kebakaran,2012,88
Bencana Non Alam dan Penyakit,Kebakaran,2015,62
Bencana Non Alam dan Penyakit,Kebakaran,2016,42
Bencana Non Alam dan Penyakit,Kebakaran,2017,1
Bencana Non Alam dan Penyakit,Kebakaran,2018,15
Bencana Non Alam dan Penyakit,Kebakaran,2019,3
Bencana Non Alam dan Penyakit,Kebakaran,2020,6
Bencana Non Alam dan Penyakit,Kebakaran,2021,42
Bencana Non Alam dan Penyakit,Kebakaran (Pemukiman),2011,6
Bencana Alam,Kebakaran Hutan dan Lahan,2015,22
Bencana Alam,Kebakaran Hutan dan Lahan,2016,0
Bencana Alam,Kebakaran Hutan dan Lahan,2017,0
Bencana Alam,Kebakaran Hutan dan Lahan,2019,0
Bencana Non Alam dan Penyakit,Kebakaran Hutan dan Lahan,2020,0
Bencana Non Alam dan Penyakit,Kebakaran Hutan dan Lahan,2021,0
Bencana Non Alam dan Penyakit,Kecelakaan Industri,2008,11
Bencana Non Alam dan Penyakit,Kecelakaan Industri,2009,33
Bencana Non Alam dan Penyakit,Kecelakaan Industri,2010,8
Bencana Non Alam dan Penyakit,Kecelakaan Industri,2011,0
Bencana Non Alam dan Penyakit,Kecelakaan Industri,2015,0
Bencana Non Alam dan Penyakit,Kecelakaan Industri,2016,1
Bencana Non Alam dan Penyakit,Kecelakaan Industri,2017,0
Bencana Non Alam dan Penyakit,Kecelakaan Industri,2018,22
Bencana Non Alam dan Penyakit,Kecelakaan Industri,2019,0
Bencana Non Alam dan Penyakit,Kecelakaan Industri,2020,0
Bencana Non Alam dan Penyakit,Kecelakaan Industri,2021,1
Bencana Non Alam dan Penyakit,Kecelakaan kerja,2006,1784
Bencana Non Alam dan Penyakit,Kecelakaan kerja,2007,1883
Bencana Non Alam dan Penyakit,Kecelakaan Lalu Lintas,2004,11204
Bencana Non Alam dan Penyakit,KLB,2007,10
Bencana Non Alam dan Penyakit,Kecelakaan Lalu Lintas,2005,0
Bencana Non Alam dan Penyakit,Kecelakaan Lalu Lintas,2009,18448
Bencana Non Alam dan Penyakit,Kecelakaan Lalu Lintas,2010,29952
Bencana Non Alam dan Penyakit,Kecelakaan Transportasi,2006,129
Bencana Non Alam dan Penyakit,Kecelakaan Transportasi,2007,65
Bencana Non Alam dan Penyakit,Kecelakaan Transportasi,2011,324
Bencana Non Alam dan Penyakit,Kecelakaan Transportasi,2012,314
Bencana Non Alam dan Penyakit,Kecelakaan Transportasi,2015,475
Bencana Non Alam dan Penyakit,Kecelakaan Transportasi,2016,252
Bencana Non Alam dan Penyakit,Kecelakaan Transportasi,2017,14
Bencana Non Alam dan Penyakit,Kecelakaan Transportasi,2018,246
Bencana Non Alam dan Penyakit,Kecelakaan Transportasi Darat,2019,69
Bencana Non Alam dan Penyakit,Kecelakaan Transportasi Darat,2020,8
Bencana Non Alam dan Penyakit,Kecelakaan Transportasi Darat,2021,35
Bencana Non Alam dan Penyakit,Kecelakaan Transportasi Laut-Udara,2019,34
Bencana Non Alam dan Penyakit,Kecelakaan Transportasi Laut-Udara,2020,0
Bencana Non Alam dan Penyakit,Kecelakaan Transportasi Laut-Udara,2021,134
Bencana Non Alam dan Penyakit,Kegagalan Teknologi,2008,3
Bencana Non Alam dan Penyakit,Kegagalan Teknologi,2009,6
Bencana Non Alam dan Penyakit,Kegagalan Teknologi,2011,25
Bencana Non Alam dan Penyakit,Kegagalan Teknologi,2012,4
Bencana Non Alam dan Penyakit,Kegagalan Teknologi (termasuk ledakan kompor gas),2010,5
Bencana Non Alam dan Penyakit,Kehamilan yang berakhir abortus,2004,499
Bencana Non Alam dan Penyakit,Kehamilan yang berakhir abortus,2005,95
Bencana Non Alam dan Penyakit,Kehamilan yang berakhir abortus,2006,205
Bencana Non Alam dan Penyakit,"Kehamilan, Persalinan & Masa Nifas",2005,857
Bencana Non Alam dan Penyakit,"Kehamilan, Persalinan & Masa Nifas",2006,1318
Bencana Non Alam dan Penyakit,"Kehamilan, Persalinan & Masa Nifas",2006,1318
Bencana Non Alam dan Penyakit,"Kehamilan, Persalinan & Masa Nifas",2008,1807
Bencana Non Alam dan Penyakit,KLB Keracunan,2015,7
Bencana Non Alam dan Penyakit,KLB Keracunan,2016,34
Bencana Non Alam dan Penyakit,KLB Keracunan,2017,12
Bencana Non Alam dan Penyakit,KLB Keracunan,2018,45
Bencana Non Alam dan Penyakit,KLB Keracunan,2019,10
Bencana Non Alam dan Penyakit,KLB Keracunan,2020,2
Bencana Non Alam dan Penyakit,KLB Keracunan,2021,6
Bencana Non Alam dan Penyakit,KLB Penyakit,2015,66
Bencana Non Alam dan Penyakit,KLB Penyakit,2016,0
Bencana Non Alam dan Penyakit,KLB Penyakit,2017,2
Bencana Non Alam dan Penyakit,KLB Penyakit,2018,82
Bencana Non Alam dan Penyakit,KLB Penyakit,2019,8
Bencana Non Alam dan Penyakit,KLB Penyakit,2020,30
Bencana Non Alam dan Penyakit,KLB Penyakit,2021,0
Bencana Alam,Kekeringan,2015,0
Bencana Alam,Kekeringan,2016,0
Bencana Alam,Kekeringan,2017,0
Bencana Alam,Kekeringan,2019,0
Bencana Alam,Kekeringan,2020,0
Bencana Alam,Kekeringan,2021,0
Bencana Non Alam dan Penyakit,Keracunan,2010,4
Bencana Non Alam dan Penyakit,Keracunan Makanan,2001,23
Bencana Non Alam dan Penyakit,Keracunan Makanan,2002,27
Bencana Non Alam dan Penyakit,Keracunan Makanan,2003,6
Bencana Non Alam dan Penyakit,Keracunan Makanan,2004,22
Bencana Non Alam dan Penyakit,Keracunan Makanan,2005,0
Bencana Non Alam dan Penyakit,Keracunan Makanan,2006,0
Bencana Non Alam dan Penyakit,Keracunan Makanan,2006,21
Bencana Non Alam dan Penyakit,KLB Keracunan,2012,22
Bencana Non Alam dan Penyakit,KLB,2008,58
Bencana Non Alam dan Penyakit,KLB Antraks,2005,1
Bencana Non Alam dan Penyakit,KLB Cacat Air,2004,0
Bencana Non Alam dan Penyakit,KLB Campak,2004,44
Bencana Non Alam dan Penyakit,KLB Campak,2005,7
Bencana Non Alam dan Penyakit,KLB Campak,2009,42
Bencana Non Alam dan Penyakit,KLB Campak,2010,6
Bencana Non Alam dan Penyakit,KLB Campak,2011,10
Bencana Non Alam dan Penyakit,KLB Campak,2012,4
Bencana Non Alam dan Penyakit,KLB Campak,2013,1
Bencana Non Alam dan Penyakit,KLB Campak,2014,21
Bencana Non Alam dan Penyakit,KLB Campak,2015,0
Bencana Non Alam dan Penyakit,KLB Campak,2016,4
Bencana Non Alam dan Penyakit,KLB Campak,2017,14
Bencana Non Alam dan Penyakit,KLB Campak,2018,0
Bencana Non Alam dan Penyakit,KLB Campak,2019,0
Bencana Non Alam dan Penyakit,KLB Campak,2020,0
Bencana Non Alam dan Penyakit,KLB Campak,2021,0
Bencana Non Alam dan Penyakit,KLB Cikungunya,2004,0
Bencana Non Alam dan Penyakit,KLB Cikungunya,2005,0
Bencana Non Alam dan Penyakit,KLB Demam Berdarah,2005,0
Bencana Non Alam dan Penyakit,KLB Demam Berdarah,2005,91
Bencana Non Alam dan Penyakit,KLB Demam Berdarah,2015,144
Bencana Non Alam dan Penyakit,KLB Demam Berdarah,2004,87
Bencana Non Alam dan Penyakit,KLB Dengue Shock Syndrome,2004,7
Bencana Non Alam dan Penyakit,KLB Diare,2000,109
Bencana Non Alam dan Penyakit,KLB Diare,2000,109
Bencana Non Alam dan Penyakit,KLB Diare,2001,100
Bencana Non Alam dan Penyakit,KLB Diare,2001,100
Bencana Non Alam dan Penyakit,KLB Diare,2002,94
Bencana Non Alam dan Penyakit,KLB Diare,2002,94
Bencana Non Alam dan Penyakit,KLB Diare,2003,128
Bencana Non Alam dan Penyakit,KLB Diare,2003,128
Bencana Non Alam dan Penyakit,KLB Diare,2004,29
Bencana Non Alam dan Penyakit,KLB Diare,2004,23
Bencana Non Alam dan Penyakit,KLB Diare,2004,53
Bencana Non Alam dan Penyakit,KLB Diare,2004,53
Bencana Non Alam dan Penyakit,KLB Diare,2005,93
Bencana Non Alam dan Penyakit,KLB Diare,2005,127
Bencana Non Alam dan Penyakit,KLB Diare,2005,93
Bencana Non Alam dan Penyakit,KLB Diare,2005,127
Bencana Non Alam dan Penyakit,KLB Diare,2005,127
Bencana Non Alam dan Penyakit,KLB Diare,2005,127
Bencana Non Alam dan Penyakit,KLB Diare,2006,157
Bencana Non Alam dan Penyakit,KLB Diare,2006,277
Bencana Non Alam dan Penyakit,KLB Diare,2006,291
Bencana Non Alam dan Penyakit,KLB Diare,2006,277
Bencana Non Alam dan Penyakit,KLB Diare,2006,291
Bencana Non Alam dan Penyakit,KLB Diare,2007,46
Bencana Non Alam dan Penyakit,KLB Diare,2007,69
Bencana Non Alam dan Penyakit,KLB Diare,2007,46
Bencana Non Alam dan Penyakit,KLB Diare,2007,72
Bencana Non Alam dan Penyakit,KLB Diare,2008,209
Bencana Non Alam dan Penyakit,KLB Diare,2008,209
Bencana Non Alam dan Penyakit,KLB Diare,2008,239
Bencana Non Alam dan Penyakit,KLB Diare,2008,239
Bencana Non Alam dan Penyakit,KLB Diare,2008,239
Bencana Non Alam dan Penyakit,KLB Diare,2009,100
Bencana Non Alam dan Penyakit,KLB Diare,2009,100
Bencana Non Alam dan Penyakit,KLB Diare,2009,100
Bencana Non Alam dan Penyakit,Leptospirosis,2016,62
Bencana Non Alam dan Penyakit,KLB Diare,2010,73
Bencana Non Alam dan Penyakit,KLB Diare,2010,73
Bencana Non Alam dan Penyakit,KLB Diare,2010,73
Bencana Non Alam dan Penyakit,KLB Diare,2010,73
Bencana Non Alam dan Penyakit,KLB Diare,2010,73
Bencana Non Alam dan Penyakit,KLB Diare,2010,73
Bencana Non Alam dan Penyakit,KLB Diare,2011,12
Bencana Non Alam dan Penyakit,KLB Diare,2011,12
Bencana Non Alam dan Penyakit,KLB Diare,2011,12
Bencana Non Alam dan Penyakit,KLB Diare,2011,12
Bencana Non Alam dan Penyakit,KLB Diare,2011,12
Bencana Non Alam dan Penyakit,KLB Diare,2012,23
Bencana Non Alam dan Penyakit,KLB Diare,2012,34
Bencana Non Alam dan Penyakit,KLB Diare,2012,25
Bencana Non Alam dan Penyakit,KLB Diare,2012,25
Bencana Non Alam dan Penyakit,KLB Diare,2013,7
Bencana Non Alam dan Penyakit,KLB Diare,2013,7
Bencana Non Alam dan Penyakit,KLB Diare,2013,7
Bencana Non Alam dan Penyakit,KLB Diare,2014,29
Bencana Non Alam dan Penyakit,KLB Diare,2014,29
Bencana Non Alam dan Penyakit,KLB Diare,2014,29
Bencana Non Alam dan Penyakit,KLB Diare,2015,30
Bencana Non Alam dan Penyakit,KLB Diare,2015,30
Bencana Non Alam dan Penyakit,KLB Diare,2015,30
Bencana Non Alam dan Penyakit,KLB Diare,2016,6
Bencana Non Alam dan Penyakit,KLB Diare,2016,6
Bencana Non Alam dan Penyakit,KLB Diare,2017,34
Bencana Non Alam dan Penyakit,KLB Diare,2017,34
Bencana Non Alam dan Penyakit,KLB Diare,2018,36
Bencana Non Alam dan Penyakit,KLB Diare Berdarah,2005,0
Bencana Non Alam dan Penyakit,KLB Difteri,2004,10
Bencana Non Alam dan Penyakit,KLB Difteri,2005,9
Bencana Non Alam dan Penyakit,KLB Disentri,2004,0
Bencana Non Alam dan Penyakit,KLB Frambusia,2004,0
Bencana Non Alam dan Penyakit,KLB Gizi Buruk,2005,3
Bencana Non Alam dan Penyakit,"KLB Hand, Foot, Mouth Diseases",2004,0
Bencana Non Alam dan Penyakit,KLB Hepatitis,2004,2
Bencana Non Alam dan Penyakit,KLB Hepatitis Klinis,2005,0
Bencana Non Alam dan Penyakit,KLB Keracunan,2004,5
Bencana Non Alam dan Penyakit,KLB Keracunan,2004,23
Bencana Non Alam dan Penyakit,KLB Keracunan,2005,0
Bencana Non Alam dan Penyakit,KLB Keracunan,2011,4
Bencana Non Alam dan Penyakit,KLB Leptospirosis,2004,1
Bencana Non Alam dan Penyakit,KLB Malaria,2004,15
Bencana Non Alam dan Penyakit,KLB Malaria Falsiparum,2005,44
Bencana Non Alam dan Penyakit,KLB Malaria Klinis,2005,0
Bencana Non Alam dan Penyakit,KLB Marasmus,2004,0
Bencana Non Alam dan Penyakit,KLB Meningitis,2004,0
Bencana Non Alam dan Penyakit,KLB Parotitis,2004,0
Bencana Non Alam dan Penyakit,KLB Pertusis,2004,0
Bencana Non Alam dan Penyakit,KLB Polio,2005,8
Bencana Non Alam dan Penyakit,KLB Rabies,2004,13
Bencana Non Alam dan Penyakit,KLB Rabies,2005,18
Bencana Non Alam dan Penyakit,KLB Rubella,2004,0
Bencana Non Alam dan Penyakit,KLB Rubella,2005,0
Bencana Non Alam dan Penyakit,KLB Tetanus,2004,0
Bencana Non Alam dan Penyakit,KLB Tetanus Neonatal,2004,39
Bencana Non Alam dan Penyakit,KLB Thypoid,2004,0
Bencana Non Alam dan Penyakit,KLB Tifus Perut,2004,0
Bencana Non Alam dan Penyakit,KLB Typus Perut,2005,0
Bencana Non Alam dan Penyakit,Kolera,2006,0
Bencana Non Alam dan Penyakit,Kondisi lain yang bermula pada masa perinatal,2004,170
Bencana Non Alam dan Penyakit,Kondisi lain yang bermula pada masa perinatal,2005,255
Bencana Non Alam dan Penyakit,Kondisi lain yang bermula pada masa perinatal,2006,342
Bencana Non Alam dan Penyakit,Kondisi Tertentu yang bermula pada masa Perinatal,2005,9873
Bencana Non Alam dan Penyakit,Kondisi Tertentu yang bermula pada masa Perinatal,2006,9567
Bencana Non Alam dan Penyakit,Kondisi Tertentu yang bermula pada masa Perinatal,2006,9567
Bencana Non Alam dan Penyakit,Kondisi Tertentu yang bermula pada masa Perinatal,2007,9822
Bencana Non Alam dan Penyakit,Kondisi Tertentu yang bermula pada masa Perinatal,2008,9108
Bencana Non Alam dan Penyakit,Kondisi Tertentu yang bermula pada masa Perinatal,2008,9108
Bencana Non Alam dan Penyakit,Kondisi Tertentu yang bermula pada masa Perinatal,2008,9108
Bencana Sosial,Konflik,2009,16
Bencana Sosial,Konflik,2010,33
Bencana Sosial,Konflik,2011,34
Bencana Sosial,Konflik Sosial atau Kerusuhan Sosial,2008,1
Bencana Sosial,Konflik Sosial atau Kerusuhan Sosial,2012,65
Bencana Sosial,Konflik Sosial atau Kerusuhan Sosial,2015,45
Bencana Sosial,Konflik Sosial atau Kerusuhan Sosial,2016,13
Bencana Sosial,Konflik Sosial atau Kerusuhan Sosial,2017,0
Bencana Sosial,Konflik Sosial atau Kerusuhan Sosial,2018,7
Bencana Sosial,Konflik Sosial atau Kerusuhan Sosial,2019,4
Bencana Sosial,Konflik Sosial atau Kerusuhan Sosial,2020,0
Bencana Sosial,Konflik Sosial atau Kerusuhan Sosial,2021,0
Bencana Non Alam dan Penyakit,Kronis Filariasis,2019,425
Bencana Non Alam dan Penyakit,Kronis Filariasis,2020,891
Bencana Non Alam dan Penyakit,Kronis Filariasis,2021,617
Bencana Non Alam dan Penyakit,"Ledakan (bom, tabung gas, dll)",2009,9
Bencana Non Alam dan Penyakit,Ledakan Akibat Gas,2012,8
Bencana Non Alam dan Penyakit,Ledakan Bom,2008,2
Bencana Non Alam dan Penyakit,Ledakan Bom,2010,0
Bencana Non Alam dan Penyakit,Ledakan Bom,2012,0
Bencana Non Alam dan Penyakit,Ledakan Granat/Bom,2005,45
Bencana Non Alam dan Penyakit,Ledakan Granat/Bom,2006,14
Bencana Non Alam dan Penyakit,Ledakan Granat/Bom,2007,4
Bencana Non Alam dan Penyakit,Leptospirosis,2002,21
Bencana Non Alam dan Penyakit,Leptospirosis,2003,10
Bencana Non Alam dan Penyakit,Leptospirosis,2003,10
Bencana Non Alam dan Penyakit,Leptospirosis,2004,25
Bencana Non Alam dan Penyakit,Leptospirosis,2004,25
Bencana Non Alam dan Penyakit,Leptospirosis,2004,25
Bencana Non Alam dan Penyakit,Leptospirosis,2005,16
Bencana Non Alam dan Penyakit,Leptospirosis,2005,16
Bencana Non Alam dan Penyakit,Leptospirosis,2005,16
Bencana Non Alam dan Penyakit,Leptospirosis,2005,14
Bencana Non Alam dan Penyakit,Leptospirosis,2006,11
Bencana Non Alam dan Penyakit,Leptospirosis,2006,11
Bencana Non Alam dan Penyakit,Leptospirosis,2006,11
Bencana Non Alam dan Penyakit,Leptospirosis,2006,14
Bencana Non Alam dan Penyakit,Leptospirosis,2007,34
Bencana Non Alam dan Penyakit,Leptospirosis,2007,57
Bencana Non Alam dan Penyakit,Leptospirosis,2007,55
Bencana Non Alam dan Penyakit,Leptospirosis,2008,16
Bencana Non Alam dan Penyakit,Leptospirosis,2008,16
Bencana Non Alam dan Penyakit,Leptospirosis,2008,22
Bencana Non Alam dan Penyakit,Leptospirosis,2008,22
Bencana Non Alam dan Penyakit,Leptospirosis,2009,23
Bencana Non Alam dan Penyakit,Leptospirosis,2009,23
Bencana Non Alam dan Penyakit,Leptospirosis,2009,23
Bencana Non Alam dan Penyakit,Leptospirosis,2009,23
Bencana Non Alam dan Penyakit,Leptospirosis,2009,23
