"Type","cause","Year","Total Deaths"
Bencana Non Alam dan Penyakit,Leptospirosis,2009,23
Bencana Non Alam dan Penyakit,Leptospirosis,2010,43
Bencana Non Alam dan Penyakit,Leptospirosis,2010,43
Bencana Non Alam dan Penyakit,Leptospirosis,2010,43
Bencana Non Alam dan Penyakit,Leptospirosis,2010,43
Bencana Non Alam dan Penyakit,Leptospirosis,2010,43
Bencana Non Alam dan Penyakit,Leptospirosis,2010,43
Bencana Non Alam dan Penyakit,Leptospirosis,2011,82
Bencana Non Alam dan Penyakit,Leptospirosis,2011,82
Bencana Non Alam dan Penyakit,Leptospirosis,2011,82
Bencana Non Alam dan Penyakit,Leptospirosis,2011,82
Bencana Non Alam dan Penyakit,Leptospirosis,2011,82
Bencana Non Alam dan Penyakit,Leptospirosis,2011,82
Bencana Non Alam dan Penyakit,Leptospirosis,2012,29
Bencana Non Alam dan Penyakit,Leptospirosis,2012,29
Bencana Non Alam dan Penyakit,Leptospirosis,2012,29
Bencana Non Alam dan Penyakit,Leptospirosis,2012,29
Bencana Non Alam dan Penyakit,Leptospirosis,2012,29
Bencana Non Alam dan Penyakit,Leptospirosis,2012,29
Bencana Non Alam dan Penyakit,Leptospirosis,2013,60
Bencana Non Alam dan Penyakit,Leptospirosis,2013,60
Bencana Non Alam dan Penyakit,Leptospirosis,2013,60
Bencana Non Alam dan Penyakit,Leptospirosis,2013,60
Bencana Non Alam dan Penyakit,Leptospirosis,2013,60
Bencana Non Alam dan Penyakit,Leptospirosis,2014,61
Bencana Non Alam dan Penyakit,Leptospirosis,2015,61
Bencana Non Alam dan Penyakit,Leptospirosis,2015,65
Bencana Non Alam dan Penyakit,Leptospirosis,2016,62
Bencana Non Alam dan Penyakit,Leptospirosis,2016,61
Bencana Non Alam dan Penyakit,Leptospirosis,2017,108
Bencana Non Alam dan Penyakit,Leptospirosis,2017,108
Bencana Non Alam dan Penyakit,Leptospirosis,2017,136
Bencana Non Alam dan Penyakit,Leptospirosis,2018,148
Bencana Non Alam dan Penyakit,Leptospirosis,2018,148
Bencana Non Alam dan Penyakit,Leptospirosis,2018,150
Bencana Non Alam dan Penyakit,Leptospirosis,2019,122
Bencana Non Alam dan Penyakit,Leptospirosis,2019,122
Bencana Non Alam dan Penyakit,Leptospirosis,2020,106
Bencana Non Alam dan Penyakit,Leptospirosis,2019,122
Bencana Non Alam dan Penyakit,Leptospirosis,2020,106
Bencana Non Alam dan Penyakit,Leptospirosis,2021,84
Bencana Non Alam dan Penyakit,Malaria Klinis,2006,30
Bencana Non Alam dan Penyakit,Leptospirosis,2014,62
Bencana Non Alam dan Penyakit,Leptospirosis,2014,61
Bencana Non Alam dan Penyakit,Leptospirosis,2014,62
Bencana Non Alam dan Penyakit,Leptospirosis,2014,61
Bencana Non Alam dan Penyakit,Leptospirosis,2015,65
Bencana Non Alam dan Penyakit,Leptospirosis,2015,65
Bencana Non Alam dan Penyakit,Leptospirosis,2021,84
Bencana Non Alam dan Penyakit,"Malformasi, Deformasi Kongenital & Kelainan Kromosom",2005,599
Bencana Non Alam dan Penyakit,"Malformasi, Deformasi Kongenital & Kelainan Kromosom",2006,541
Bencana Non Alam dan Penyakit,"Malformasi, Deformasi Kongenital & Kelainan Kromosom",2006,541
Bencana Non Alam dan Penyakit,"Malformasi, Deformasi Kongenital & Kelainan Kromosom",2008,605
Bencana Non Alam dan Penyakit,Neoplasma,2005,4822
Bencana Non Alam dan Penyakit,Neoplasma,2006,3378
Bencana Non Alam dan Penyakit,Neoplasma,2006,3378
Bencana Non Alam dan Penyakit,Neoplasma,2007,4585
Bencana Non Alam dan Penyakit,Neoplasma,2008,4332
Bencana Non Alam dan Penyakit,Neoplasma,2008,4332
Bencana Non Alam dan Penyakit,Penyakit Apendiks,2009,234
Bencana Non Alam dan Penyakit,Penyakit Darah & Organ Pembuat Darah & Gangguan tertentu yang Melibatkan Mekanisme Imun,2005,225
Bencana Non Alam dan Penyakit,Penyakit Darah & Organ Pembuat Darah & Gangguan tertentu yang Melibatkan Mekanisme Imun,2006,129
Bencana Non Alam dan Penyakit,Penyakit Darah & Organ Pembuat Darah & Gangguan tertentu yang Melibatkan Mekanisme Imun,2006,129
Bencana Alam,Letusan Gunung Berapi,2010,382
Bencana Alam,Longsor Sampah,2012,1
Bencana Non Alam dan Penyakit,Malaria (termasuk semua malaria),2004,3578
Bencana Non Alam dan Penyakit,Penyakit Darah & Organ Pembuat Darah & Gangguan tertentu yang Melibatkan Mekanisme Imun,2008,1223
Bencana Non Alam dan Penyakit,"Penyakit Endokrin, Nutrisi, dan Metabolik",2005,4511
Bencana Non Alam dan Penyakit,"Penyakit Endokrin, Nutrisi, dan Metabolik",2006,5242
Bencana Non Alam dan Penyakit,"Penyakit Endokrin, Nutrisi, dan Metabolik",2006,5242
Bencana Non Alam dan Penyakit,"Penyakit Endokrin, Nutrisi, dan Metabolik",2007,5277
Bencana Non Alam dan Penyakit,"Penyakit Endokrin, Nutrisi, dan Metabolik",2008,5585
Bencana Non Alam dan Penyakit,"Penyakit Endokrin, Nutrisi, dan Metabolik",2008,5585
Bencana Non Alam dan Penyakit,Penyakit hemolitik pada janin dan bayi baru lahir,2004,17
Bencana Non Alam dan Penyakit,Penyakit hemolitik pada janin dan bayi baru lahir,2005,26
Bencana Non Alam dan Penyakit,Penyakit hemolitik pada janin dan bayi baru lahir,2006,20
Bencana Non Alam dan Penyakit,Penyakit Infeksi & Parasit Tertentu,2005,12624
Bencana Non Alam dan Penyakit,Penyakit Infeksi & Parasit Tertentu,2006,15984
Bencana Non Alam dan Penyakit,Penyakit Infeksi & Parasit Tertentu,2006,15984
Bencana Non Alam dan Penyakit,Penyakit Infeksi & Parasit Tertentu,2007,14323
Bencana Non Alam dan Penyakit,Penyakit Infeksi & Parasit Tertentu,2008,16769
Bencana Non Alam dan Penyakit,Penyakit Infeksi & Parasit Tertentu,2008,16769
Bencana Non Alam dan Penyakit,Penyakit Infeksi & Parasit Tertentu,2008,16769
Bencana Non Alam dan Penyakit,Penyakit infeksi dan parasit kongenital,2004,466
Bencana Non Alam dan Penyakit,Penyakit infeksi dan parasit kongenital,2005,516
Bencana Non Alam dan Penyakit,Penyakit infeksi dan parasit kongenital,2006,467
Bencana Non Alam dan Penyakit,Penyakit jantung lainnya,2005,2577
Bencana Non Alam dan Penyakit,Penyakit Kulit & Jaringan Subkutan,2005,201
Bencana Non Alam dan Penyakit,Penyakit Kulit & Jaringan Subkutan,2006,189
Bencana Non Alam dan Penyakit,Penyakit Kulit & Jaringan Subkutan,2006,189
Bencana Non Alam dan Penyakit,Penyakit Kulit & Jaringan Subkutan,2008,324
Bencana Non Alam dan Penyakit,Penyakit Mata dan Adneksa,2005,14
Bencana Non Alam dan Penyakit,Penyakit Mata dan Adneksa,2006,287
Bencana Non Alam dan Penyakit,Penyakit Mata dan Adneksa,2006,287
Bencana Alam,Tanah Longsor,2006,123
Bencana Non Alam dan Penyakit,Penyakit Mata dan Adneksa,2008,123
Bencana Non Alam dan Penyakit,Penyakit Sistem Cerna,2005,5787
Bencana Non Alam dan Penyakit,Penyakit Sistem Cerna,2006,5739
Bencana Non Alam dan Penyakit,Penyakit Sistem Cerna,2006,5739
Bencana Non Alam dan Penyakit,Penyakit Sistem Cerna,2007,6590
Bencana Non Alam dan Penyakit,Penyakit Sistem Cerna,2008,6825
Bencana Non Alam dan Penyakit,Penyakit Sistem Cerna,2008,6825
Bencana Non Alam dan Penyakit,Penyakit Sistem Kemih Kelamin,2005,4390
Bencana Non Alam dan Penyakit,Penyakit Sistem Kemih Kelamin,2006,3750
Bencana Non Alam dan Penyakit,Penyakit Sistem Kemih Kelamin,2006,3750
Bencana Non Alam dan Penyakit,Penyakit Sistem Kemih Kelamin,2007,4557
Bencana Non Alam dan Penyakit,Penyakit Sistem Kemih Kelamin,2008,4542
Bencana Non Alam dan Penyakit,Penyakit Sistem Kemih Kelamin,2008,4542
Bencana Non Alam dan Penyakit,Penyakit Sistem Muskuloskeletal dan Jaringan Ikat,2005,235
Bencana Non Alam dan Penyakit,Penyakit Sistem Muskuloskeletal dan Jaringan Ikat,2006,235
Bencana Non Alam dan Penyakit,Penyakit Sistem Muskuloskeletal dan Jaringan Ikat,2006,235
Bencana Non Alam dan Penyakit,Penyakit Sistem Muskuloskeletal dan Jaringan Ikat,2008,605
Bencana Non Alam dan Penyakit,Penyakit Sistem Napas,2005,6075
Bencana Non Alam dan Penyakit,Penyakit Sistem Napas,2006,6156
Bencana Non Alam dan Penyakit,Penyakit Sistem Napas,2006,6156
Bencana Non Alam dan Penyakit,Penyakit Sistem Napas,2007,7214
Bencana Non Alam dan Penyakit,Penyakit Sistem Napas,2008,8190
Bencana Non Alam dan Penyakit,Penyakit Sistem Napas,2008,8190
Bencana Non Alam dan Penyakit,Penyakit Sistem Napas,2008,8190
Bencana Non Alam dan Penyakit,Penyakit Sistem Sirkulasi Darah,2005,19944
Bencana Non Alam dan Penyakit,Penyakit Sistem Sirkulasi Darah,2006,19361
Bencana Non Alam dan Penyakit,Penyakit Sistem Sirkulasi Darah,2006,19361
Bencana Non Alam dan Penyakit,Penyakit Sistem Sirkulasi Darah,2007,21830
Bencana Non Alam dan Penyakit,Penyakit Sistem Sirkulasi Darah,2008,23163
Bencana Non Alam dan Penyakit,Penyakit Sistem Sirkulasi Darah,2008,23163
Bencana Non Alam dan Penyakit,Penyakit Sistem Sirkulasi Darah,2008,23163
Bencana Non Alam dan Penyakit,Penyakit Susunan Syaraf,2005,3089
Bencana Non Alam dan Penyakit,Penyakit Susunan Syaraf,2006,2894
Bencana Non Alam dan Penyakit,Penyakit Susunan Syaraf,2006,2894
Bencana Non Alam dan Penyakit,Penyakit Susunan Syaraf,2008,3218
Bencana Non Alam dan Penyakit,Penyakit Telinga dan Pros. Mastoideus,2005,21
Bencana Non Alam dan Penyakit,Penyakit Telinga dan Pros. Mastoideus,2006,35
Bencana Non Alam dan Penyakit,Penyakit Telinga dan Pros. Mastoideus,2006,35
Bencana Non Alam dan Penyakit,Penyakit Telinga dan Pros. Mastoideus,2008,109
Bencana Non Alam dan Penyakit,Penyulit kehamilan dan persalinan lainnya,2010,276
Bencana Non Alam dan Penyakit,Penyulit kehamilan dan persalinan lainnya,2010,276
Bencana Non Alam dan Penyakit,"Penyulit kehamilan, persalinan dan masa nifas lainnya",2004,1508
Bencana Non Alam dan Penyakit,"Penyulit kehamilan, persalinan dan masa nifas lainnya",2005,214
Bencana Non Alam dan Penyakit,"Penyulit kehamilan, persalinan dan masa nifas lainnya",2006,250
Bencana Non Alam dan Penyakit,Perdarahan antepartum,2004,11
Bencana Non Alam dan Penyakit,Perdarahan antepartum,2005,16
Bencana Non Alam dan Penyakit,Perdarahan antepartum,2006,8
Bencana Non Alam dan Penyakit,Perdarahan intrakranial,2004,2868
Bencana Non Alam dan Penyakit,Perdarahan intrakranial,2005,3572
Bencana Non Alam dan Penyakit,Perdarahan intrakranial,2006,3677
Bencana Non Alam dan Penyakit,Perdarahan intrakranial,2006,3677
Bencana Non Alam dan Penyakit,Perdarahan pasca persalinan,2004,43
Bencana Non Alam dan Penyakit,Perdarahan pasca persalinan,2005,71
Bencana Non Alam dan Penyakit,Perdarahan pasca persalinan,2006,43
Bencana Non Alam dan Penyakit,Persalinan dengan penyulit gawat janin,2004,11
Bencana Non Alam dan Penyakit,Persalinan dengan penyulit gawat janin,2005,8
Bencana Non Alam dan Penyakit,Persalinan dengan penyulit gawat janin,2006,11
Bencana Non Alam dan Penyakit,Persalinan prematur,2004,23
Bencana Non Alam dan Penyakit,Persalinan prematur,2005,31
Bencana Non Alam dan Penyakit,Persalinan prematur,2006,34
Bencana Non Alam dan Penyakit,"Pertumbuhan janin lamban, malnutrisi janin dan gangguan yang berhubungan dengan kehamilan pendek dan berat badan lahir rendah",2004,2100
Bencana Non Alam dan Penyakit,"Pertumbuhan janin lamban, malnutrisi janin dan gangguan yang berhubungan dengan kehamilan pendek dan berat badan lahir rendah",2005,2606
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2012,137
Bencana Non Alam dan Penyakit,"Pertumbuhan janin lamban, malnutrisi janin dan gangguan yang berhubungan dengan kehamilan pendek dan berat badan lahir rendah",2006,2578
Bencana Non Alam dan Penyakit,"Pertumbuhan janin lamban, malnutrisi janin dan gangguan yang berhubungan dengan kehamilan pendek dan berat badan lahir rendah",2006,2578
Bencana Non Alam dan Penyakit,Plasenta previa,2004,30
Bencana Non Alam dan Penyakit,Plasenta previa,2005,40
Bencana Non Alam dan Penyakit,Plasenta previa,2006,36
Bencana Non Alam dan Penyakit,Pneumonia,2004,3103
Bencana Non Alam dan Penyakit,Pneumonia,2005,2765
Bencana Non Alam dan Penyakit,Pneumonia,2006,2459
Bencana Non Alam dan Penyakit,Pneumonia,2006,2459
Bencana Non Alam dan Penyakit,Pneumonia,2009,2365
Bencana Non Alam dan Penyakit,Pneumonia,2010,1315
Bencana Non Alam dan Penyakit,Pneumonia,2010,1315
Bencana Non Alam dan Penyakit,Rabies,2006,19
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2009,195
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2009,195
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2009,195
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2010,206
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2010,206
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2010,206
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2010,206
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2011,182
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2011,182
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2011,184
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2011,184
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2011,184
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2011,184
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2012,137
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2012,137
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2012,137
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2012,137
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2012,137
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2013,119
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2013,119
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2013,119
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2013,119
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2013,119
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2014,81
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2014,81
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2014,98
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2014,98
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2014,98
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2015,98
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2015,118
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2015,119
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2015,118
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2015,118
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2015,118
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2015,118
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2015,118
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2016,86
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2016,86
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2016,99
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2016,99
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2016,99
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2016,99
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2017,108
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2017,108
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2017,111
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2017,108
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2018,111
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2018,111
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2018,111
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2019,115
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2020,40
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2021,62
Bencana Non Alam dan Penyakit,Rabies - Lyssa,2021,62
Bencana Non Alam dan Penyakit,Rubella,2006,0
Bencana Non Alam dan Penyakit,Sebab Luar Morbiditas & Mortalitas,2005,2745
Bencana Non Alam dan Penyakit,Sebab Luar Morbiditas & Mortalitas,2006,1010
Bencana Non Alam dan Penyakit,Sebab Luar Morbiditas & Mortalitas,2006,1010
Bencana Non Alam dan Penyakit,Sebab Luar Morbiditas & Mortalitas,2008,2046
Bencana Non Alam dan Penyakit,Septisemia,2004,2369
Bencana Non Alam dan Penyakit,Septisemia,2005,3065
Bencana Non Alam dan Penyakit,Septisemia,2006,2539
Bencana Non Alam dan Penyakit,Septisemia,2006,2539
Bencana Non Alam dan Penyakit,Stroke tidak menyebut pendarahan atau infark,2004,4215
Bencana Non Alam dan Penyakit,Stroke tidak menyebut pendarahan atau infark,2005,4692
Bencana Non Alam dan Penyakit,Stroke tidak menyebut pendarahan atau infark,2006,4377
Bencana Non Alam dan Penyakit,Stroke tidak menyebut pendarahan atau infark,2006,4377
Bencana Alam,Tanah Longsor,2005,170
Bencana Alam,Tanah Longsor,2007,46
Bencana Alam,Tanah Longsor,2008,103
Bencana Alam,Tanah Longsor,2009,73
Bencana Alam,Tanah Longsor,2010,131
Bencana Alam,Tanah Longsor,2011,84
Bencana Alam,Tanah Longsor,2012,54
Bencana Alam,Tanah Longsor,2015,96
Bencana Alam,Tanah Longsor,2016,168
Bencana Alam,Tanah Longsor,2017,16
Bencana Alam,Tanah Longsor,2018,23
Bencana Alam,Tanah Longsor,2019,34
Bencana Alam,Tanah Longsor,2020,20
Bencana Alam,Tanah Longsor,2021,50
Bencana Non Alam dan Penyakit,TB Paru,2008,3271
Bencana Non Alam dan Penyakit,TB Paru BTA Positif,2009,3282
Bencana Alam,Tersambar Petir,2011,1
Bencana Alam,Tersambar Petir,2012,6
Bencana Non Alam dan Penyakit,Tetanus,2005,43
Bencana Non Alam dan Penyakit,Tetanus,2006,2
Bencana Non Alam dan Penyakit,Tetanus,2006,18
Bencana Non Alam dan Penyakit,Tetanus Neonatorium,2000,183
Bencana Non Alam dan Penyakit,Tetanus Neonatorium,2001,100
Bencana Non Alam dan Penyakit,Tetanus Neonatorium,2002,91
Bencana Non Alam dan Penyakit,Tetanus Neonatorium,2003,98
Bencana Non Alam dan Penyakit,Tetanus Neonatorium,2004,42
Bencana Non Alam dan Penyakit,Tetanus Neonatorium,2005,54
Bencana Non Alam dan Penyakit,Tetanus Neonatorium,2005,82
Bencana Non Alam dan Penyakit,Tetanus Neonatorium,2006,37
Bencana Non Alam dan Penyakit,Tetanus Neonatorium,2006,46
Bencana Non Alam dan Penyakit,Tetanus Neonatorium,2007,74
Bencana Non Alam dan Penyakit,Tetanus Neonatorium,2008,100
Bencana Non Alam dan Penyakit,Tetanus Neonatorium,2009,76
Bencana Non Alam dan Penyakit,Tetanus Neonatorium,2010,84
Bencana Non Alam dan Penyakit,Tetanus Neonatorium,2011,69
Bencana Non Alam dan Penyakit,Tetanus Neonatorium,2012,59
Bencana Non Alam dan Penyakit,Tetanus Neonatorium,2013,42
Bencana Non Alam dan Penyakit,Tetanus Neonatorium,2014,54
Bencana Non Alam dan Penyakit,Tetanus Neonatorium,2015,27
Bencana Non Alam dan Penyakit,Tetanus Neonatorium,2016,14
Bencana Non Alam dan Penyakit,Tetanus Neonatorium,2017,14
Bencana Non Alam dan Penyakit,Tetanus Neonatorium,2018,4
Bencana Non Alam dan Penyakit,Tetanus Neonatorium,2019,2
Bencana Non Alam dan Penyakit,Tetanus Neonatorium,2020,2
Bencana Non Alam dan Penyakit,Tetanus Neonatorium,2021,9
Bencana Non Alam dan Penyakit,Tetanus Neonatorium,2021,9
Bencana Alam,Tsunami,2011,2
Bencana Alam,Tsunami,2018,431
Bencana Alam,Tsunami,2019,0
Bencana Alam,Tsunami,2020,0
Bencana Alam,Tsunami,2021,0
Bencana Non Alam dan Penyakit,Tuberkulosis,2019,11993
Bencana Non Alam dan Penyakit,Tuberkulosis,2020,13174
Bencana Non Alam dan Penyakit,Tuberkulosis,2021,14148
Bencana Non Alam dan Penyakit,Tuberkulosis paru,2004,3852
Bencana Non Alam dan Penyakit,Tuberkulosis paru lainnya,2005,2024
Bencana Non Alam dan Penyakit,AIDS,2004,361
Bencana Non Alam dan Penyakit,AIDS,2005,592
Bencana Non Alam dan Penyakit,AIDS,2005,592
Bencana Non Alam dan Penyakit,AIDS,2005,592
Bencana Non Alam dan Penyakit,AIDS,2005,592
Bencana Non Alam dan Penyakit,Wabah Penyakit (Epidemi),2016,0
Bencana Non Alam dan Penyakit,Wabah Penyakit (Epidemi),2017,0
Bencana Non Alam dan Penyakit,Wabah Penyakit (Epidemi),2019,0
Bencana Non Alam dan Penyakit,Wabah Penyakit (Epidemi),2020,0
Bencana Non Alam dan Penyakit,Wabah Penyakit (Epidemi),2021,0
Bencana Alam,Angin siklon tropis (angin kencang dan angin puting beliung),2010,10
Bencana Alam,Letusan Gunung Berapi,2016,9
Bencana Alam,Letusan Gunung Berapi,2017,71
Bencana Alam,Letusan Gunung Berapi,2018,0
Bencana Alam,Letusan Gunung Berapi,2019,0
Bencana Alam,Letusan Gunung Berapi,2020,0
Bencana Alam,Letusan Gunung Berapi,2021,51
Bencana Alam,Letusan Gunung Berapi,2011,2
Bencana Alam,Tsunami Aceh,2004,129171
Bencana Alam,Abrasi Air Laut,2012,0
Bencana Non Alam dan Penyakit,AIDS,2000,47
Bencana Non Alam dan Penyakit,AIDS,2001,99
Bencana Non Alam dan Penyakit,AIDS,2002,100
Bencana Non Alam dan Penyakit,AIDS,2003,261
Bencana Non Alam dan Penyakit,AIDS,2003,261
Bencana Non Alam dan Penyakit,AIDS,2003,261
Bencana Non Alam dan Penyakit,AIDS,2003,261
Bencana Non Alam dan Penyakit,AIDS,2003,261
Bencana Non Alam dan Penyakit,AIDS,2004,361
Bencana Non Alam dan Penyakit,AIDS,2004,361
Bencana Non Alam dan Penyakit,AIDS,2004,361
Bencana Non Alam dan Penyakit,AIDS,2004,361
Bencana Non Alam dan Penyakit,AIDS,2021,688
Bencana Alam,Banjir Bandang,2018,18
Bencana Alam,Petir,2008,7
Bencana Alam,Tsunami Aceh,2004,37527
Bencana Alam,Angin siklon tropis (angin kencang dan angin puting beliung),2011,4
Bencana Alam,Angin siklon tropis (angin kencang dan angin puting beliung),2012,23
Bencana Alam,Angin Topan / Angin Puting Beliung / Angin Puyuh,2005,0
Bencana Alam,Banjir dan Tanah Longsor,2008,17
Bencana Alam,Banjir dan Tanah Longsor,2009,4
Bencana Alam,Banjir dan Tanah Longsor,2010,19
Bencana Alam,Gempa Bumi dan Tsunami,2010,509
Bencana Alam,Letusan Gunung Berapi,2008,0
Bencana Alam,Letusan Gunung Berapi,2009,0
Bencana Alam,Letusan Gunung Berapi,2015,1
